CustomerID,Age,Age_Scaled,Gender_Encoded,MS_Divorced,MS_Married,MS_Single,MS_Widowed,IncomeLevel_Ordinal,AG_18–29,AG_30–44,AG_45–59,AG_60–69
414,63,1.2952677676769793,0,0,0,0,1,2,0,0,0,1
415,41,-0.14880515022164478,1,1,0,0,0,2,0,1,0,0
416,19,-1.5928780681202688,0,1,0,0,0,2,1,0,0,0
417,24,-1.2646796776887634,0,1,0,0,0,0,1,0,0,0
418,60,1.098348733418076,0,0,1,0,0,2,0,0,0,1
419,66,1.4921868019358826,0,0,0,0,1,1,0,0,0,1
420,48,0.31067259638246286,1,0,0,0,1,1,0,0,1,0
421,34,-0.6082828968257524,1,0,0,0,1,2,0,1,0,0
422,44,0.048113884037258504,0,0,0,1,0,0,0,1,0,0
423,53,0.6388709868139684,1,1,0,0,0,0,0,0,1,0
424,67,1.5578264800221837,1,0,0,0,1,1,0,0,0,1
425,60,1.098348733418076,1,0,0,0,1,1,0,0,0,1
426,27,-1.06776064342986,1,1,0,0,0,2,1,0,0,0
427,62,1.2296280895906782,1,1,0,0,0,0,0,0,0,1
428,31,-0.8052019310846557,0,0,0,0,1,2,0,1,0,0
429,24,-1.2646796776887634,1,0,1,0,0,1,1,0,0,0
430,56,0.8357900210728716,0,0,1,0,0,1,0,0,1,0
431,57,0.9014296991591727,1,0,1,0,0,2,0,0,1,0
432,26,-1.1334003215161612,0,0,1,0,0,0,1,0,0,0
433,31,-0.8052019310846557,0,0,0,1,0,1,0,1,0,0
434,25,-1.1990399996024623,1,0,1,0,0,1,1,0,0,0
435,34,-0.6082828968257524,0,0,0,0,1,0,0,1,0,0
436,40,-0.21444482830794587,1,0,0,0,1,1,0,1,0,0
437,33,-0.6739225749120535,0,0,0,0,1,0,0,1,0,0
438,43,-0.01752579404904259,0,0,1,0,0,0,0,1,0,0
439,26,-1.1334003215161612,1,1,0,0,0,1,1,0,0,0
440,53,0.6388709868139684,0,0,0,0,1,2,0,0,1,0
441,24,-1.2646796776887634,1,0,1,0,0,1,1,0,0,0
442,35,-0.5426432187394513,0,0,0,1,0,1,0,1,0,0
443,25,-1.1990399996024623,1,0,0,1,0,1,1,0,0,0
444,38,-0.34572418448054804,0,0,0,0,1,1,0,1,0,0
445,43,-0.01752579404904259,0,1,0,0,0,2,0,1,0,0
446,20,-1.5272383900339677,1,0,0,1,0,2,1,0,0,0
447,34,-0.6082828968257524,1,0,1,0,0,2,0,1,0,0
448,68,1.6234661581084848,0,0,1,0,0,0,0,0,0,1
449,63,1.2952677676769793,1,0,0,1,0,2,0,0,0,1
450,41,-0.14880515022164478,0,0,0,0,1,0,0,1,0,0
451,42,-0.08316547213534368,0,0,0,0,1,1,0,1,0,0
452,22,-1.3959590338613654,0,0,0,1,0,2,1,0,0,0
453,54,0.7045106649002695,1,0,1,0,0,2,0,0,1,0
454,62,1.2296280895906782,1,1,0,0,0,2,0,0,0,1
455,67,1.5578264800221837,1,0,1,0,0,2,0,0,0,1
456,41,-0.14880515022164478,0,1,0,0,0,2,0,1,0,0
457,48,0.31067259638246286,0,1,0,0,0,1,0,0,1,0
458,43,-0.01752579404904259,0,0,0,1,0,2,0,1,0,0
459,38,-0.34572418448054804,1,0,0,0,1,0,0,1,0,0
460,51,0.5075916306413661,0,1,0,0,0,0,0,0,1,0
461,55,0.7701503429865705,1,0,1,0,0,2,0,0,1,0
462,41,-0.14880515022164478,1,0,0,0,1,0,0,1,0,0
463,45,0.1137535621235596,1,0,0,0,1,2,0,0,1,0
464,47,0.24503291829616178,1,0,1,0,0,1,0,0,1,0
465,51,0.5075916306413661,1,0,0,1,0,0,0,0,1,0
466,69,1.689105836194786,0,0,0,0,1,2,0,0,0,1
467,69,1.689105836194786,0,1,0,0,0,0,0,0,0,1
468,40,-0.21444482830794587,0,0,1,0,0,2,0,1,0,0
469,25,-1.1990399996024623,0,1,0,0,0,0,1,0,0,0
470,59,1.0327090553317748,1,0,1,0,0,1,0,0,1,0
471,67,1.5578264800221837,1,0,1,0,0,0,0,0,0,1
472,27,-1.06776064342986,1,0,0,0,1,0,1,0,0,0
473,18,-1.6585177462065699,0,0,1,0,0,0,1,0,0,0
474,37,-0.41136386256684915,0,0,0,0,1,0,0,1,0,0
475,54,0.7045106649002695,1,0,1,0,0,2,0,0,1,0
476,35,-0.5426432187394513,0,0,0,0,1,1,0,1,0,0
477,38,-0.34572418448054804,0,0,0,0,1,1,0,1,0,0
478,66,1.4921868019358826,0,0,0,1,0,0,0,0,0,1
479,21,-1.4615987119476666,1,0,0,0,1,0,1,0,0,0
480,60,1.098348733418076,0,0,0,0,1,1,0,0,0,1
481,19,-1.5928780681202688,1,0,0,0,1,1,1,0,0,0
482,38,-0.34572418448054804,0,0,0,1,0,1,0,1,0,0
483,54,0.7045106649002695,1,1,0,0,0,1,0,0,1,0
484,22,-1.3959590338613654,0,1,0,0,0,0,1,0,0,0
485,34,-0.6082828968257524,0,0,0,1,0,1,0,1,0,0
486,66,1.4921868019358826,1,0,0,0,1,0,0,0,0,1
487,65,1.4265471238495815,1,0,0,0,1,0,0,0,0,1
488,28,-1.002120965343559,1,0,1,0,0,1,1,0,0,0
489,63,1.2952677676769793,0,1,0,0,0,2,0,0,0,1
490,58,0.9670693772454738,1,0,0,0,1,0,0,0,1,0
491,48,0.31067259638246286,0,0,0,0,1,1,0,0,1,0
492,45,0.1137535621235596,1,1,0,0,0,0,0,0,1,0
493,61,1.163988411504377,0,0,0,0,1,2,0,0,0,1
494,49,0.376312274468764,0,0,0,1,0,1,0,0,1,0
495,38,-0.34572418448054804,0,0,0,0,1,0,0,1,0,0
496,24,-1.2646796776887634,1,0,0,0,1,2,1,0,0,0
497,27,-1.06776064342986,0,1,0,0,0,2,1,0,0,0
498,45,0.1137535621235596,1,0,0,1,0,0,0,0,1,0
499,65,1.4265471238495815,0,0,1,0,0,1,0,0,0,1
500,53,0.6388709868139684,0,1,0,0,0,1,0,0,1,0
501,37,-0.41136386256684915,0,0,1,0,0,0,0,1,0,0
502,30,-0.8708416091709568,0,0,1,0,0,2,0,1,0,0
503,36,-0.47700354065315026,1,0,0,1,0,2,0,1,0,0
504,67,1.5578264800221837,0,0,1,0,0,2,0,0,0,1
505,28,-1.002120965343559,0,0,0,1,0,2,1,0,0,0
506,52,0.5732313087276673,1,0,0,0,1,0,0,0,1,0
507,51,0.5075916306413661,0,0,0,1,0,2,0,0,1,0
508,61,1.163988411504377,1,1,0,0,0,0,0,0,0,1
509,21,-1.4615987119476666,1,0,1,0,0,1,1,0,0,0
510,30,-0.8708416091709568,0,0,0,1,0,1,0,1,0,0
511,54,0.7045106649002695,0,1,0,0,0,2,0,0,1,0
512,19,-1.5928780681202688,1,0,0,1,0,2,1,0,0,0
513,67,1.5578264800221837,1,0,1,0,0,2,0,0,0,1
514,18,-1.6585177462065699,1,0,1,0,0,1,1,0,0,0
515,57,0.9014296991591727,1,1,0,0,0,0,0,0,1,0
516,42,-0.08316547213534368,1,1,0,0,0,0,0,1,0,0
517,54,0.7045106649002695,1,1,0,0,0,0,0,0,1,0
518,53,0.6388709868139684,1,1,0,0,0,2,0,0,1,0
519,23,-1.3303193557750645,1,1,0,0,0,0,1,0,0,0
520,24,-1.2646796776887634,0,0,1,0,0,2,1,0,0,0
521,21,-1.4615987119476666,1,0,0,0,1,1,1,0,0,0
522,52,0.5732313087276673,0,1,0,0,0,0,0,0,1,0
523,58,0.9670693772454738,0,0,0,0,1,2,0,0,1,0
524,51,0.5075916306413661,1,1,0,0,0,0,0,0,1,0
525,46,0.1793932402098607,1,1,0,0,0,1,0,0,1,0
526,22,-1.3959590338613654,0,1,0,0,0,0,1,0,0,0
527,44,0.048113884037258504,0,0,1,0,0,0,0,1,0,0
528,50,0.4419519525550651,1,0,0,0,1,1,0,0,1,0
529,63,1.2952677676769793,1,0,1,0,0,2,0,0,0,1
530,69,1.689105836194786,1,0,0,1,0,2,0,0,0,1
531,27,-1.06776064342986,1,1,0,0,0,2,1,0,0,0
532,23,-1.3303193557750645,0,1,0,0,0,0,1,0,0,0
533,51,0.5075916306413661,0,0,0,0,1,0,0,0,1,0
534,25,-1.1990399996024623,0,0,1,0,0,2,1,0,0,0
535,48,0.31067259638246286,0,0,1,0,0,2,0,0,1,0
536,26,-1.1334003215161612,0,0,1,0,0,0,1,0,0,0
537,38,-0.34572418448054804,0,1,0,0,0,2,0,1,0,0
538,25,-1.1990399996024623,0,0,0,0,1,2,1,0,0,0
539,21,-1.4615987119476666,1,0,0,1,0,0,1,0,0,0
540,39,-0.280084506394247,1,0,0,1,0,1,0,1,0,0
541,45,0.1137535621235596,1,0,1,0,0,0,0,0,1,0
542,62,1.2296280895906782,1,0,0,0,1,2,0,0,0,1
543,21,-1.4615987119476666,0,0,1,0,0,2,1,0,0,0
544,56,0.8357900210728716,0,0,1,0,0,1,0,0,1,0
545,38,-0.34572418448054804,1,0,1,0,0,1,0,1,0,0
546,25,-1.1990399996024623,0,0,0,1,0,0,1,0,0,0
547,37,-0.41136386256684915,0,0,0,1,0,1,0,1,0,0
548,49,0.376312274468764,0,0,1,0,0,2,0,0,1,0
549,18,-1.6585177462065699,0,0,0,0,1,2,1,0,0,0
550,23,-1.3303193557750645,1,0,0,1,0,2,1,0,0,0
551,45,0.1137535621235596,1,0,1,0,0,2,0,0,1,0
552,61,1.163988411504377,1,0,0,1,0,1,0,0,0,1
553,48,0.31067259638246286,1,1,0,0,0,2,0,0,1,0
554,27,-1.06776064342986,0,1,0,0,0,2,1,0,0,0
555,37,-0.41136386256684915,1,0,0,1,0,2,0,1,0,0
556,25,-1.1990399996024623,0,0,1,0,0,0,1,0,0,0
557,39,-0.280084506394247,1,0,0,1,0,0,0,1,0,0
558,55,0.7701503429865705,0,0,0,0,1,2,0,0,1,0
559,46,0.1793932402098607,1,0,1,0,0,1,0,0,1,0
560,26,-1.1334003215161612,0,0,1,0,0,1,1,0,0,0
561,61,1.163988411504377,0,0,1,0,0,0,0,0,0,1
562,64,1.3609074457632804,0,0,1,0,0,0,0,0,0,1
563,18,-1.6585177462065699,0,0,0,0,1,1,1,0,0,0
564,58,0.9670693772454738,0,0,0,1,0,0,0,0,1,0
565,69,1.689105836194786,0,0,0,1,0,0,0,0,0,1
566,56,0.8357900210728716,0,1,0,0,0,2,0,0,1,0
567,43,-0.01752579404904259,0,0,1,0,0,1,0,1,0,0
568,28,-1.002120965343559,0,1,0,0,0,2,1,0,0,0
569,69,1.689105836194786,1,0,0,0,1,0,0,0,0,1
570,52,0.5732313087276673,1,0,0,1,0,0,0,0,1,0
571,41,-0.14880515022164478,1,0,0,1,0,0,0,1,0,0
572,50,0.4419519525550651,1,0,1,0,0,0,0,0,1,0
573,37,-0.41136386256684915,1,0,0,1,0,1,0,1,0,0
574,44,0.048113884037258504,0,0,0,0,1,1,0,1,0,0
575,32,-0.7395622529983547,1,0,0,0,1,1,0,1,0,0
576,50,0.4419519525550651,1,0,1,0,0,1,0,0,1,0
577,69,1.689105836194786,0,1,0,0,0,2,0,0,0,1
578,24,-1.2646796776887634,1,0,1,0,0,2,1,0,0,0
579,51,0.5075916306413661,1,0,0,0,1,2,0,0,1,0
580,62,1.2296280895906782,0,0,0,1,0,0,0,0,0,1
581,68,1.6234661581084848,1,0,0,1,0,1,0,0,0,1
582,63,1.2952677676769793,1,0,0,1,0,1,0,0,0,1
583,59,1.0327090553317748,0,0,0,0,1,1,0,0,1,0
584,22,-1.3959590338613654,0,1,0,0,0,2,1,0,0,0
585,47,0.24503291829616178,0,0,1,0,0,0,0,0,1,0
586,45,0.1137535621235596,0,1,0,0,0,0,0,0,1,0
587,35,-0.5426432187394513,1,0,0,1,0,0,0,1,0,0
588,53,0.6388709868139684,1,0,1,0,0,2,0,0,1,0
589,20,-1.5272383900339677,1,0,0,0,1,1,1,0,0,0
590,38,-0.34572418448054804,0,0,0,0,1,2,0,1,0,0
591,63,1.2952677676769793,1,1,0,0,0,1,0,0,0,1
592,33,-0.6739225749120535,0,0,1,0,0,0,0,1,0,0
593,54,0.7045106649002695,1,0,0,1,0,1,0,0,1,0
594,59,1.0327090553317748,0,1,0,0,0,0,0,0,1,0
595,22,-1.3959590338613654,1,0,0,0,1,0,1,0,0,0
596,67,1.5578264800221837,1,0,1,0,0,0,0,0,0,1
597,68,1.6234661581084848,0,0,1,0,0,1,0,0,0,1
598,31,-0.8052019310846557,0,0,0,0,1,2,0,1,0,0
599,48,0.31067259638246286,0,0,0,1,0,0,0,0,1,0
600,63,1.2952677676769793,1,0,0,1,0,1,0,0,0,1
601,41,-0.14880515022164478,1,0,0,0,1,0,0,1,0,0
602,52,0.5732313087276673,0,0,0,0,1,1,0,0,1,0
603,53,0.6388709868139684,0,0,0,1,0,2,0,0,1,0
604,27,-1.06776064342986,0,1,0,0,0,0,1,0,0,0
605,44,0.048113884037258504,0,1,0,0,0,0,0,1,0,0
606,44,0.048113884037258504,1,0,1,0,0,0,0,1,0,0
607,40,-0.21444482830794587,0,0,1,0,0,2,0,1,0,0
608,30,-0.8708416091709568,0,1,0,0,0,1,0,1,0,0
609,33,-0.6739225749120535,1,0,1,0,0,0,0,1,0,0
610,52,0.5732313087276673,1,1,0,0,0,0,0,0,1,0
611,44,0.048113884037258504,0,0,1,0,0,2,0,1,0,0
612,69,1.689105836194786,1,1,0,0,0,1,0,0,0,1
613,56,0.8357900210728716,0,0,1,0,0,2,0,0,1,0
614,64,1.3609074457632804,1,0,1,0,0,2,0,0,0,1
615,34,-0.6082828968257524,1,1,0,0,0,0,0,1,0,0
616,65,1.4265471238495815,0,0,0,1,0,1,0,0,0,1
617,58,0.9670693772454738,1,1,0,0,0,0,0,0,1,0
618,18,-1.6585177462065699,0,1,0,0,0,0,1,0,0,0
619,28,-1.002120965343559,0,0,0,0,1,2,1,0,0,0
620,29,-0.9364812872572579,1,0,0,1,0,2,1,0,0,0
621,31,-0.8052019310846557,1,0,1,0,0,0,0,1,0,0
622,25,-1.1990399996024623,0,0,0,1,0,2,1,0,0,0
623,48,0.31067259638246286,1,0,0,1,0,2,0,0,1,0
624,24,-1.2646796776887634,1,0,0,1,0,1,1,0,0,0
625,63,1.2952677676769793,1,0,0,0,1,0,0,0,0,1
626,48,0.31067259638246286,0,0,0,0,1,0,0,0,1,0
627,33,-0.6739225749120535,1,0,1,0,0,1,0,1,0,0
628,59,1.0327090553317748,1,1,0,0,0,2,0,0,1,0
629,56,0.8357900210728716,0,0,0,1,0,1,0,0,1,0
630,61,1.163988411504377,1,0,1,0,0,1,0,0,0,1
631,36,-0.47700354065315026,0,0,1,0,0,1,0,1,0,0
632,25,-1.1990399996024623,0,0,0,0,1,2,1,0,0,0
633,46,0.1793932402098607,0,1,0,0,0,1,0,0,1,0
634,19,-1.5928780681202688,0,1,0,0,0,0,1,0,0,0
635,59,1.0327090553317748,1,0,0,0,1,2,0,0,1,0
636,20,-1.5272383900339677,0,0,0,1,0,1,1,0,0,0
637,68,1.6234661581084848,0,0,0,0,1,1,0,0,0,1
638,46,0.1793932402098607,0,0,1,0,0,1,0,0,1,0
639,32,-0.7395622529983547,1,0,0,0,1,1,0,1,0,0
640,55,0.7701503429865705,0,1,0,0,0,1,0,0,1,0
641,45,0.1137535621235596,0,0,0,1,0,1,0,0,1,0
642,54,0.7045106649002695,0,0,1,0,0,0,0,0,1,0
643,49,0.376312274468764,0,0,1,0,0,2,0,0,1,0
644,47,0.24503291829616178,0,1,0,0,0,0,0,0,1,0
645,68,1.6234661581084848,0,0,0,0,1,1,0,0,0,1
646,64,1.3609074457632804,0,0,1,0,0,1,0,0,0,1
647,47,0.24503291829616178,0,0,0,0,1,1,0,0,1,0
648,68,1.6234661581084848,0,0,1,0,0,0,0,0,0,1
649,51,0.5075916306413661,0,1,0,0,0,1,0,0,1,0
650,30,-0.8708416091709568,0,0,1,0,0,0,0,1,0,0
651,50,0.4419519525550651,0,0,1,0,0,2,0,0,1,0
652,59,1.0327090553317748,1,0,0,1,0,0,0,0,1,0
653,34,-0.6082828968257524,1,0,1,0,0,0,0,1,0,0
654,20,-1.5272383900339677,0,1,0,0,0,2,1,0,0,0
655,26,-1.1334003215161612,1,0,1,0,0,1,1,0,0,0
656,69,1.689105836194786,1,1,0,0,0,0,0,0,0,1
657,28,-1.002120965343559,1,0,0,0,1,2,1,0,0,0
658,66,1.4921868019358826,0,1,0,0,0,0,0,0,0,1
659,44,0.048113884037258504,1,0,0,0,1,0,0,1,0,0
660,45,0.1137535621235596,1,0,1,0,0,2,0,0,1,0
661,19,-1.5928780681202688,0,1,0,0,0,0,1,0,0,0
662,18,-1.6585177462065699,1,0,0,1,0,2,1,0,0,0
663,23,-1.3303193557750645,1,1,0,0,0,0,1,0,0,0
664,42,-0.08316547213534368,1,0,0,0,1,1,0,1,0,0
665,52,0.5732313087276673,1,0,0,0,1,2,0,0,1,0
666,33,-0.6739225749120535,0,0,0,1,0,1,0,1,0,0
667,21,-1.4615987119476666,1,1,0,0,0,0,1,0,0,0
668,64,1.3609074457632804,0,0,1,0,0,1,0,0,0,1
669,55,0.7701503429865705,1,1,0,0,0,2,0,0,1,0
670,61,1.163988411504377,1,1,0,0,0,0,0,0,0,1
671,37,-0.41136386256684915,1,1,0,0,0,2,0,1,0,0
672,42,-0.08316547213534368,1,0,0,1,0,0,0,1,0,0
673,24,-1.2646796776887634,1,0,0,1,0,1,1,0,0,0
674,38,-0.34572418448054804,0,0,0,1,0,1,0,1,0,0
675,24,-1.2646796776887634,0,0,0,1,0,2,1,0,0,0
676,46,0.1793932402098607,0,0,0,1,0,2,0,0,1,0
677,69,1.689105836194786,1,0,1,0,0,0,0,0,0,1
678,24,-1.2646796776887634,0,1,0,0,0,2,1,0,0,0
679,20,-1.5272383900339677,1,1,0,0,0,2,1,0,0,0
680,46,0.1793932402098607,0,0,1,0,0,1,0,0,1,0
681,46,0.1793932402098607,0,0,1,0,0,2,0,0,1,0
682,56,0.8357900210728716,0,0,1,0,0,2,0,0,1,0
683,55,0.7701503429865705,1,0,1,0,0,0,0,0,1,0
684,23,-1.3303193557750645,0,0,0,1,0,1,1,0,0,0
685,63,1.2952677676769793,1,1,0,0,0,1,0,0,0,1
686,27,-1.06776064342986,0,0,1,0,0,0,1,0,0,0
687,54,0.7045106649002695,1,0,0,0,1,1,0,0,1,0
688,31,-0.8052019310846557,1,0,1,0,0,0,0,1,0,0
689,39,-0.280084506394247,1,1,0,0,0,0,0,1,0,0
690,49,0.376312274468764,1,0,0,0,1,2,0,0,1,0
691,35,-0.5426432187394513,1,0,1,0,0,2,0,1,0,0
692,53,0.6388709868139684,1,0,0,1,0,0,0,0,1,0
693,63,1.2952677676769793,1,0,0,1,0,2,0,0,0,1
694,69,1.689105836194786,1,0,0,0,1,2,0,0,0,1
695,26,-1.1334003215161612,1,0,0,1,0,1,1,0,0,0
696,43,-0.01752579404904259,1,0,0,0,1,1,0,1,0,0
697,39,-0.280084506394247,0,0,1,0,0,2,0,1,0,0
698,63,1.2952677676769793,1,1,0,0,0,0,0,0,0,1
699,55,0.7701503429865705,0,0,0,0,1,0,0,0,1,0
700,40,-0.21444482830794587,0,0,1,0,0,2,0,1,0,0
701,34,-0.6082828968257524,1,0,0,0,1,2,0,1,0,0
702,43,-0.01752579404904259,0,1,0,0,0,0,0,1,0,0
703,64,1.3609074457632804,1,0,0,1,0,1,0,0,0,1
704,55,0.7701503429865705,1,0,0,1,0,1,0,0,1,0
705,19,-1.5928780681202688,0,0,0,0,1,0,1,0,0,0
706,23,-1.3303193557750645,1,1,0,0,0,2,1,0,0,0
707,24,-1.2646796776887634,0,0,1,0,0,1,1,0,0,0
708,30,-0.8708416091709568,0,0,1,0,0,0,0,1,0,0
709,44,0.048113884037258504,0,0,1,0,0,2,0,1,0,0
710,28,-1.002120965343559,0,0,0,0,1,2,1,0,0,0
711,32,-0.7395622529983547,1,0,0,1,0,1,0,1,0,0
712,26,-1.1334003215161612,1,0,0,0,1,2,1,0,0,0
713,25,-1.1990399996024623,1,0,0,0,1,0,1,0,0,0
714,63,1.2952677676769793,0,0,0,0,1,0,0,0,0,1
715,23,-1.3303193557750645,1,0,1,0,0,0,1,0,0,0
716,65,1.4265471238495815,0,1,0,0,0,0,0,0,0,1
717,60,1.098348733418076,0,0,0,0,1,2,0,0,0,1
718,21,-1.4615987119476666,0,0,1,0,0,0,1,0,0,0
719,28,-1.002120965343559,0,0,0,0,1,1,1,0,0,0
720,68,1.6234661581084848,0,0,0,0,1,2,0,0,0,1
721,45,0.1137535621235596,0,0,1,0,0,2,0,0,1,0
722,43,-0.01752579404904259,1,1,0,0,0,2,0,1,0,0
723,21,-1.4615987119476666,1,1,0,0,0,0,1,0,0,0
724,32,-0.7395622529983547,1,0,0,1,0,2,0,1,0,0
725,36,-0.47700354065315026,0,0,0,0,1,0,0,1,0,0
726,23,-1.3303193557750645,0,0,0,1,0,0,1,0,0,0
727,22,-1.3959590338613654,1,0,1,0,0,2,1,0,0,0
728,35,-0.5426432187394513,1,0,0,0,1,2,0,1,0,0
729,23,-1.3303193557750645,1,0,1,0,0,0,1,0,0,0
730,48,0.31067259638246286,0,0,0,1,0,2,0,0,1,0
731,42,-0.08316547213534368,1,0,1,0,0,2,0,1,0,0
732,21,-1.4615987119476666,1,0,1,0,0,0,1,0,0,0
733,23,-1.3303193557750645,0,1,0,0,0,0,1,0,0,0
734,58,0.9670693772454738,0,0,0,0,1,2,0,0,1,0
735,54,0.7045106649002695,1,0,0,0,1,0,0,0,1,0
736,67,1.5578264800221837,1,0,0,0,1,0,0,0,0,1
737,42,-0.08316547213534368,0,0,1,0,0,1,0,1,0,0
738,51,0.5075916306413661,0,1,0,0,0,2,0,0,1,0
739,36,-0.47700354065315026,0,0,0,1,0,2,0,1,0,0
740,51,0.5075916306413661,0,0,0,0,1,2,0,0,1,0
741,32,-0.7395622529983547,1,0,1,0,0,2,0,1,0,0
742,67,1.5578264800221837,1,1,0,0,0,2,0,0,0,1
743,25,-1.1990399996024623,1,1,0,0,0,0,1,0,0,0
744,61,1.163988411504377,1,0,0,0,1,2,0,0,0,1
745,64,1.3609074457632804,1,1,0,0,0,2,0,0,0,1
746,66,1.4921868019358826,0,1,0,0,0,1,0,0,0,1
747,51,0.5075916306413661,0,0,1,0,0,0,0,0,1,0
748,35,-0.5426432187394513,1,0,0,1,0,2,0,1,0,0
749,47,0.24503291829616178,0,1,0,0,0,2,0,0,1,0
750,30,-0.8708416091709568,1,0,0,1,0,2,0,1,0,0
751,64,1.3609074457632804,1,1,0,0,0,2,0,0,0,1
752,50,0.4419519525550651,1,1,0,0,0,0,0,0,1,0
753,52,0.5732313087276673,1,1,0,0,0,1,0,0,1,0
754,69,1.689105836194786,0,0,0,0,1,1,0,0,0,1
755,41,-0.14880515022164478,1,0,0,0,1,2,0,1,0,0
756,43,-0.01752579404904259,1,0,0,0,1,1,0,1,0,0
757,64,1.3609074457632804,1,0,0,1,0,1,0,0,0,1
758,68,1.6234661581084848,0,0,0,1,0,1,0,0,0,1
759,61,1.163988411504377,1,0,0,0,1,1,0,0,0,1
760,59,1.0327090553317748,0,0,0,1,0,1,0,0,1,0
761,64,1.3609074457632804,0,0,1,0,0,0,0,0,0,1
762,18,-1.6585177462065699,1,0,0,1,0,0,1,0,0,0
763,30,-0.8708416091709568,0,0,1,0,0,0,0,1,0,0
764,27,-1.06776064342986,0,0,0,0,1,1,1,0,0,0
765,36,-0.47700354065315026,1,0,1,0,0,0,0,1,0,0
766,22,-1.3959590338613654,1,0,0,0,1,1,1,0,0,0
767,25,-1.1990399996024623,0,0,0,0,1,1,1,0,0,0
768,21,-1.4615987119476666,1,0,0,0,1,0,1,0,0,0
769,66,1.4921868019358826,0,0,0,1,0,2,0,0,0,1
770,30,-0.8708416091709568,1,1,0,0,0,1,0,1,0,0
771,55,0.7701503429865705,1,1,0,0,0,1,0,0,1,0
772,63,1.2952677676769793,1,0,1,0,0,0,0,0,0,1
773,66,1.4921868019358826,0,1,0,0,0,1,0,0,0,1
774,63,1.2952677676769793,0,0,0,0,1,1,0,0,0,1
775,36,-0.47700354065315026,0,1,0,0,0,1,0,1,0,0
776,69,1.689105836194786,1,0,1,0,0,0,0,0,0,1
777,67,1.5578264800221837,0,0,0,0,1,2,0,0,0,1
778,25,-1.1990399996024623,1,0,0,1,0,2,1,0,0,0
779,44,0.048113884037258504,1,0,0,0,1,0,0,1,0,0
780,67,1.5578264800221837,0,0,0,0,1,1,0,0,0,1
781,64,1.3609074457632804,1,0,1,0,0,2,0,0,0,1
782,47,0.24503291829616178,0,0,0,1,0,0,0,0,1,0
783,21,-1.4615987119476666,1,0,0,0,1,0,1,0,0,0
784,28,-1.002120965343559,0,0,0,1,0,1,1,0,0,0
785,38,-0.34572418448054804,1,0,0,0,1,1,0,1,0,0
786,60,1.098348733418076,1,0,0,0,1,0,0,0,0,1
787,19,-1.5928780681202688,0,0,1,0,0,0,1,0,0,0
788,38,-0.34572418448054804,0,0,0,0,1,0,0,1,0,0
789,34,-0.6082828968257524,1,0,0,0,1,2,0,1,0,0
790,60,1.098348733418076,0,0,0,0,1,1,0,0,0,1
791,68,1.6234661581084848,1,1,0,0,0,0,0,0,0,1
792,46,0.1793932402098607,1,0,0,1,0,1,0,0,1,0
793,44,0.048113884037258504,1,0,1,0,0,2,0,1,0,0
794,41,-0.14880515022164478,1,0,1,0,0,0,0,1,0,0
795,66,1.4921868019358826,1,0,1,0,0,1,0,0,0,1
796,20,-1.5272383900339677,0,0,0,0,1,2,1,0,0,0
797,56,0.8357900210728716,0,0,0,1,0,0,0,0,1,0
798,27,-1.06776064342986,0,1,0,0,0,1,1,0,0,0
799,20,-1.5272383900339677,1,1,0,0,0,0,1,0,0,0
800,62,1.2296280895906782,0,0,1,0,0,1,0,0,0,1
801,59,1.0327090553317748,0,0,0,1,0,1,0,0,1,0
802,43,-0.01752579404904259,0,1,0,0,0,2,0,1,0,0
803,54,0.7045106649002695,1,0,1,0,0,2,0,0,1,0
804,44,0.048113884037258504,0,1,0,0,0,2,0,1,0,0
805,22,-1.3959590338613654,0,1,0,0,0,2,1,0,0,0
806,59,1.0327090553317748,0,0,0,1,0,2,0,0,1,0
807,28,-1.002120965343559,1,0,1,0,0,1,1,0,0,0
808,30,-0.8708416091709568,0,1,0,0,0,2,0,1,0,0
809,58,0.9670693772454738,1,0,0,0,1,1,0,0,1,0
810,51,0.5075916306413661,1,0,0,0,1,1,0,0,1,0
811,55,0.7701503429865705,0,1,0,0,0,0,0,0,1,0
812,57,0.9014296991591727,1,0,0,1,0,1,0,0,1,0
813,50,0.4419519525550651,0,0,0,1,0,1,0,0,1,0
814,51,0.5075916306413661,1,1,0,0,0,2,0,0,1,0
815,44,0.048113884037258504,0,0,0,1,0,1,0,1,0,0
816,53,0.6388709868139684,0,0,0,1,0,2,0,0,1,0
817,43,-0.01752579404904259,1,0,0,0,1,1,0,1,0,0
818,68,1.6234661581084848,0,0,1,0,0,1,0,0,0,1
819,42,-0.08316547213534368,1,0,1,0,0,2,0,1,0,0
820,36,-0.47700354065315026,0,1,0,0,0,0,0,1,0,0
821,38,-0.34572418448054804,1,1,0,0,0,1,0,1,0,0
822,48,0.31067259638246286,1,1,0,0,0,1,0,0,1,0
823,46,0.1793932402098607,1,0,0,0,1,2,0,0,1,0
824,26,-1.1334003215161612,1,0,0,0,1,2,1,0,0,0
825,36,-0.47700354065315026,1,0,0,1,0,0,0,1,0,0
826,43,-0.01752579404904259,0,0,0,0,1,0,0,1,0,0
827,42,-0.08316547213534368,0,0,1,0,0,0,0,1,0,0
828,57,0.9014296991591727,1,0,0,0,1,1,0,0,1,0
829,60,1.098348733418076,0,1,0,0,0,1,0,0,0,1
